Tanggal;Produk;Qty Laku;Keterangan
13/06/2024;Roti Bakar Bu Yuni;6;0
13/06/2024;Sand CKT II Sari Roti;5;0
13/06/2024;Sandzup Ckl Sari Roti;1;0
13/06/2024;Sandzup Crm Sari Roti;1;0
13/06/2024;Sandzup Moc Sari Roti;1;0
13/06/2024;Tahu Mercon Bu Mud;28;0
13/06/2024;Tawar Special II Sari Roti;2;0
13/06/2024;Tempura Bu Poetoe;12;0
19/06/2024;Kerupuk Kaca Pak Eko;80;1
19/06/2024;Kerupuk Usus Bu Indah;10;1
19/06/2024;Makaroni Besar Bu Indah;50;1
19/06/2024;Martabak Bu Mud;5;1
19/06/2024;Pisang Coklat Bu Mud;7;1
19/06/2024;Puding Mas Rian;18;1
19/06/2024;Ring Bu Indah;10;1
19/06/2024;Risol Rogout Bu Mud;5;1
19/06/2024;Sand CKT II Sari Roti;5;1
19/06/2024;Sandzup Ckl Sari Roti;2;1
19/06/2024;Sandzup Crm Sari Roti;1;1
19/06/2024;Sandzup Moc Sari Roti;1;1
19/06/2024;Spiral Bu Indah;25;1
19/06/2024;Tahu Mercon Bu Mud;26;1
20/06/2024;Kentang Goreng Ori Bu Poetoe;18;1
20/06/2024;Puding Mas Rian;24;1
20/06/2024;Risol Bu Poetoe;23;1
15/07/2024;Basreng Pak Eko;90;1
15/07/2024;Kerupuk Kaca Pak Eko;90;1
15/07/2024;Roti Bakar Bu Yuni;10;1
16/07/2024;Kerupuk Iteng Pak Eko;70;1
16/07/2024;Kerupuk Kaca Pak Eko;50;1
16/07/2024;Kerupuk Palembang Pak Eko;30;1
16/07/2024;Kerupuk Seblak Pak Eko;30;1
16/07/2024;Pisang Coklat Bu Mud;5;1
16/07/2024;Puding Mas Rian;20;1
16/07/2024;Risol Rogout Bu Mud;5;1
16/07/2024;Roti Bakar Bu Yuni;5;1
16/07/2024;Tahu Mercon Bu Mud;35;1
17/07/2024;Basreng Pak Eko;30;1
17/07/2024;Kerupuk Iteng Pak Eko;40;1
17/07/2024;Kerupuk Palembang Pak Eko;50;1
17/07/2024;Pisang Coklat Bu Mud;8;1
17/07/2024;Puding Mas Rian;22;1
17/07/2024;Risol Rogout Bu Mud;3;1
17/07/2024;Roti Bakar Bu Yuni;10;1
17/07/2024;Tahu Mercon Bu Mud;39;1
18/07/2024;Basreng Pak Eko;40;1
18/07/2024;Kerupuk Iteng Pak Eko;30;1
18/07/2024;Kerupuk Kaca Pak Eko;80;1
18/07/2024;Kerupuk Palembang Pak Eko;30;1
18/07/2024;Krim Coklat Vanilla II Sari Roti;1;1
18/07/2024;Pisang Coklat Bu Mud;9;1
18/07/2024;Puding Mas Rian;36;1
18/07/2024;Risol Rogout Bu Mud;5;1
18/07/2024;Roti Bakar Bu Yuni;5;1
18/07/2024;Sand CKT II Sari Roti;5;1
18/07/2024;Sand Kacang II Sari Roti;1;1
18/07/2024;Sand Keju II Sari Roti;1;1
18/07/2024;Sand Srky Mdn II Sari Roti;1;1
18/07/2024;Sandzup Ckl Sari Roti;1;1
18/07/2024;Tahu Mercon Bu Mud;46;1
18/07/2024;Zuper Krim Ckt Sari Roti;1;1
18/07/2024;Zuper Krim Keju Sari Roti;1;1
18/07/2024;Zuper Krim Moka Sari Roti;1;1
19/07/2024;Kacang Koro Besar Bu Indah;3;1
19/07/2024;Kerupuk Kaca Pak Eko;180;1
19/07/2024;Kerupuk Opak Pedas Besar Bu Indah;10;1
19/07/2024;Kerupuk Palembang Pak Eko;60;1
19/07/2024;Kerupuk Usus Bu Indah;75;1
19/07/2024;Krupuk Blinjo Besar Bu Indah;1;1
19/07/2024;Krupuk Pisang Besar Bu Indah;2;1
19/07/2024;Martabak Bu Mud;11;1
19/07/2024;Pisang Coklat Bu Mud;10;1
19/07/2024;Puding Mas Rian;27;1
19/07/2024;Risol Rogout Bu Mud;5;1
19/07/2024;Roti Bakar Bu Yuni;6;1
19/07/2024;Sus Kering Coklat Besar Bu Indah;2;1
19/07/2024;Sus Kering Original Besar Bu Indah;4;1
19/07/2024;Tahu Mercon Bu Mud;45;1
22/07/2024;Basreng Pak Eko;40;1
22/07/2024;Kerupuk Iteng Pak Eko;40;1
22/07/2024;Kerupuk Kaca Pak Eko;100;1
22/07/2024;Kerupuk Palembang Pak Eko;50;1
22/07/2024;Krim Coklat Vanilla II Sari Roti;1;1
22/07/2024;Makaroni Besar Bu Indah;46;1
22/07/2024;Martabak Bu Mud;10;1
22/07/2024;Mentai Mbak Nasya12;7;1
22/07/2024;Pisang Coklat Bu Mud;10;1
22/07/2024;Puding Mas Rian;36;1
22/07/2024;Ring Bu Indah;25;1
22/07/2024;Sand Bluberry II Sari Roti;1;1
22/07/2024;Sand CKT II Sari Roti;10;1
22/07/2024;Sand Keju II Sari Roti;1;1
22/07/2024;Sandzup Ckl Sari Roti;1;1
22/07/2024;Sandzup Crm Sari Roti;1;1
22/07/2024;Sandzup Moc Sari Roti;1;1
22/07/2024;Spicy Roll Mbak Keyla;9;1
22/07/2024;Spiral Bu Indah;25;1
22/07/2024;Tahu Mercon Bu Mud;45;1
22/07/2024;Zuper Krim Ckt Sari Roti;1;1
22/07/2024;Zuper Krim Keju Sari Roti;1;1
22/07/2024;Zuper Krim Moka Sari Roti;2;1
23/07/2024;Basreng Pak Eko;50;1
23/07/2024;Kerupuk Iteng Pak Eko;80;1
23/07/2024;Kerupuk Kaca Pak Eko;100;1
23/07/2024;Kerupuk Seblak Pak Eko;30;1
23/07/2024;Kerupuk Usus Bu Indah;25;1
23/07/2024;Makaroni Besar Bu Indah;25;1
23/07/2024;Martabak Bu Mud;6;1
23/07/2024;Mentai Mbak Nasya12;7;1
23/07/2024;Pisang Coklat Bu Mud;9;1
23/07/2024;Puding Mas Rian;36;1
23/07/2024;Ring Bu Indah;7;1
23/07/2024;Risol Rogout Bu Mud;8;1
23/07/2024;Roti Bakar Bu Yuni;11;1
23/07/2024;Spicy Roll Mbak Keyla;20;1
23/07/2024;Spiral Bu Indah;25;1
23/07/2024;Tahu Mercon Bu Mud;44;1
24/07/2024;Basreng Pak Eko;60;1
24/07/2024;Kerupuk Kaca Pak Eko;40;1
24/07/2024;Kerupuk Palembang Pak Eko;130;1
24/07/2024;Mentai Mbak Nasya12;7;1
24/07/2024;Pisang Coklat Bu Mud;10;1
24/07/2024;Puding Mas Rian;36;1
24/07/2024;Risol Rogout Bu Mud;5;1
24/07/2024;Tahu Mercon Bu Mud;30;1
25/07/2024;Basreng Pak Eko;60;1
25/07/2024;Kentang Goreng Ori Bu Poetoe;22;1
25/07/2024;Kerupuk Iteng Pak Eko;50;1
25/07/2024;Krim Coklat Vanilla II Sari Roti;1;1
25/07/2024;Mentai Mbak Nasya12;10;1
25/07/2024;Pisang Coklat Bu Mud;5;1
25/07/2024;Puding Mas Rian;36;1
25/07/2024;Risol Bu Poetoe;25;1
25/07/2024;Roti Bakar Bu Yuni;5;1
25/07/2024;Sand Bluberry II Sari Roti;1;1
25/07/2024;Sand CKT II Sari Roti;10;1
25/07/2024;Sand Kacang II Sari Roti;1;1
25/07/2024;Sand Keju II Sari Roti;1;1
25/07/2024;Sand Srky Mdn II Sari Roti;1;1
25/07/2024;Sandzup Ckl Sari Roti;1;1
25/07/2024;Sandzup Crm Sari Roti;1;1
25/07/2024;Sandzup Moc Sari Roti;1;1
25/07/2024;Spicy Roll Mbak Keyla;16;1
25/07/2024;Tahu Mercon Bu Mud;44;1
25/07/2024;Zuper Krim Ckt Sari Roti;1;1
25/07/2024;Zuper Krim Keju Sari Roti;2;1
25/07/2024;Zuper Krim Moka Sari Roti;1;1
26/07/2024;Kentang Goreng Ori Bu Poetoe;19;1
26/07/2024;Kerupuk Kaca Pak Eko;150;1
26/07/2024;Kerupuk Palembang Pak Eko;70;1
26/07/2024;Kerupuk Seblak Pak Eko;30;1
26/07/2024;Kerupuk Usus Bu Indah;25;1
26/07/2024;Martabak Bu Mud;7;1
26/07/2024;Mentai Mbak Nasya12;10;1
26/07/2024;Pisang Coklat Bu Mud;5;1
26/07/2024;Puding Mas Rian;36;1
26/07/2024;Ring Bu Indah;8;1
26/07/2024;Risol Bu Poetoe;26;1
26/07/2024;Risol Rogout Bu Mud;5;1
26/07/2024;Roti Bakar Bu Yuni;4;1
26/07/2024;Spicy Roll Mbak Keyla;16;1
26/07/2024;Tahu Mercon Bu Mud;45;1
29/07/2024;Kerupuk Iteng Pak Eko;50;1
29/07/2024;Kerupuk Palembang Pak Eko;100;1
29/07/2024;Kerupuk Seblak Pak Eko;55;1
29/07/2024;Martabak Bu Mud;9;1
29/07/2024;Mentai Mbak Nasya12;9;1
29/07/2024;Pentol Bu Silvya;10;1
29/07/2024;Pisang Coklat Bu Mud;5;1
29/07/2024;Puding Mas Rian;56;1
29/07/2024;Risol Bu Poetoe;30;1
29/07/2024;Risol Rogout Bu Mud;3;1
29/07/2024;Roti Bakar Bu Yuni;15;1
29/07/2024;Roti Maryam Mbak Desi;10;1
29/07/2024;Spicy Roll Mbak Keyla;25;1
29/07/2024;Tahu Mercon Bu Mud;42;1
29/07/2024;Tempura Bu Poetoe;23;1
30/07/2024;Basreng Pak Eko;120;1
30/07/2024;Kentang Goreng Ori Bu Poetoe;24;1
30/07/2024;Kerupuk Iteng Pak Eko;110;1
30/07/2024;Kerupuk Usus Bu Indah;50;1
30/07/2024;Makaroni Besar Bu Indah;50;1
30/07/2024;Martabak Bu Mud;12;1
30/07/2024;Mentai Mbak Nasya12;9;1
30/07/2024;Pentol Bu Silvya;20;1
30/07/2024;Pisang Coklat Bu Mud;5;1
30/07/2024;Puding Mas Rian;50;1
30/07/2024;Ring Bu Indah;25;1
30/07/2024;Risol Bu Poetoe;32;1
30/07/2024;Roti Bakar Bu Yuni;11;1
30/07/2024;Roti Maryam Mbak Desi;10;1
30/07/2024;Spicy Roll Mbak Keyla;16;1
30/07/2024;Spiral Bu Indah;50;1
30/07/2024;Tahu Mercon Bu Mud;46;1
31/07/2024;Basreng Pak Eko;50;1
31/07/2024;Kentang Goreng Ori Bu Poetoe;25;1
31/07/2024;Kerupuk Kaca Pak Eko;235;1
31/07/2024;Kerupuk Usus Bu Indah;25;1
31/07/2024;Makaroni Besar Bu Indah;25;1
31/07/2024;Martabak Bu Mud;10;1
31/07/2024;Mentai Mbak Nasya12;10;1
31/07/2024;Pentol Bu Silvya;15;1
31/07/2024;Pisang Coklat Bu Mud;5;1
31/07/2024;Puding Mas Rian;52;1
31/07/2024;Risol Bu Poetoe;35;1
31/07/2024;Roti Bakar Bu Yuni;10;1
31/07/2024;Roti Maryam Mbak Desi;10;1
31/07/2024;Spicy Roll Mbak Keyla;14;1
31/07/2024;Spiral Bu Indah;25;1
31/07/2024;Tahu Mercon Bu Mud;42;1
01/08/2024;Dryk Choco Kcng Sari Roti;1;1
01/08/2024;Dryk Keju HKD Sari Roti;1;1
01/08/2024;Kentang Goreng Ori Bu Poetoe;22;1
01/08/2024;Kerupuk Iteng Pak Eko;60;1
01/08/2024;Kerupuk Kaca Pak Eko;80;1
01/08/2024;Kerupuk Palembang Pak Eko;50;1
01/08/2024;Krim Coklat Vanilla II Sari Roti;4;1
01/08/2024;Martabak Bu Mud;6;1
01/08/2024;Mentai Mbak Nasya12;10;1
01/08/2024;Pentol Bu Silvya;16;1
01/08/2024;Pisang Coklat Bu Mud;7;1
01/08/2024;Puding Mas Rian;60;1
01/08/2024;Ring Bu Indah;25;1
01/08/2024;Risol Bu Poetoe;35;1
01/08/2024;Roti Bakar Bu Yuni;9;1
01/08/2024;Roti Maryam Mbak Desi;10;1
01/08/2024;Sand Bluberry II Sari Roti;1;1
01/08/2024;Sand CKT II Sari Roti;12;1
01/08/2024;Sand Kacang II Sari Roti;1;1
01/08/2024;Sand Keju II Sari Roti;1;1
01/08/2024;Sand Srky Mdn II Sari Roti;1;1
01/08/2024;Sandzup Ckl Sari Roti;1;1
01/08/2024;Sandzup Crm Sari Roti;1;1
01/08/2024;Sandzup Moc Sari Roti;1;1
01/08/2024;Tahu Mercon Bu Mud;38;1
02/08/2024;Basreng Pak Eko;100;1
02/08/2024;Kacang Koro Besar Bu Indah;12;1
02/08/2024;Kerupuk Iteng Pak Eko;80;1
02/08/2024;Kerupuk Kaca Pak Eko;100;1
02/08/2024;Kerupuk Usus Bu Indah;5;1
02/08/2024;Krupuk Blinjo Besar Bu Indah;3;1
02/08/2024;Krupuk Pisang Besar Bu Indah;3;1
02/08/2024;Manisan Mangga Pak Edi;10;1
02/08/2024;Martabak Bu Mud;10;1
02/08/2024;Mentai Mbak Nasya12;10;1
02/08/2024;Pentol Bu Silvya;20;1
02/08/2024;Pisang Coklat Bu Mud;5;1
02/08/2024;Puding Mas Rian;36;1
02/08/2024;Risol Bu Poetoe;34;1
02/08/2024;Roti Bakar Bu Yuni;8;1
02/08/2024;Roti Maryam Mbak Desi;13;1
02/08/2024;Samosa Besar Bu Indah;3;1
02/08/2024;Smile Bu Indah;3;1
02/08/2024;Spicy Roll Mbak Keyla;14;1
02/08/2024;Sus Kering Coklat Besar Bu Indah;3;1
02/08/2024;Tahu Mercon Bu Mud;35;1
02/08/2024;Tempura Bu Poetoe;21;1
05/08/2024;Dryk Choco Kcng Sari Roti;2;0
05/08/2024;Kentang Goreng Ori Bu Poetoe;24;0
05/08/2024;Kerupuk Iteng Pak Eko;130;0
05/08/2024;Kerupuk Palembang Pak Eko;150;0
05/08/2024;Kerupuk Usus Bu Indah;25;0
05/08/2024;Makaroni Besar Bu Indah;90;0
05/08/2024;Manisan Mangga Pak Edi;10;0
05/08/2024;Martabak Bu Mud;10;0
05/08/2024;Mentai Mbak Nasya12;11;0
05/08/2024;Nasi Nugget Pak Poso;15;0
05/08/2024;Pentol Bu Silvya;14;0
05/08/2024;Pisang Coklat Bu Mud;5;0
05/08/2024;Puding Mas Rian;60;0
05/08/2024;Risol Bu Poetoe;35;0
05/08/2024;Risol Rogout Bu Mud;6;0
05/08/2024;Roti Maryam Mbak Desi;15;0
05/08/2024;Sand Bluberry II Sari Roti;1;0
05/08/2024;Sand CKT II Sari Roti;15;0
05/08/2024;Sand Kacang II Sari Roti;1;0
05/08/2024;Sand Keju II Sari Roti;1;0
05/08/2024;Sand Mgr Klsk II Sari Roti;1;0
05/08/2024;Sand Srky Mdn II Sari Roti;1;0
05/08/2024;Sandzup Ckl Sari Roti;2;0
05/08/2024;Sandzup Crm Sari Roti;1;0
05/08/2024;Sandzup Moc Sari Roti;1;0
05/08/2024;Tahu Mercon Bu Mud;37;0
05/08/2024;Zuper Krim Ckt Sari Roti;2;0
05/08/2024;Zuper Krim Keju Sari Roti;2;0
05/08/2024;Zuper Krim Moka Sari Roti;2;0
06/08/2024;Basreng Pak Eko;190;0
06/08/2024;Kentang Goreng Ori Bu Poetoe;25;0
06/08/2024;Kerupuk Seblak Pak Eko;40;0
06/08/2024;Makaroni Gulung Mbak Cece;9;0
06/08/2024;Manisan Mangga Pak Edi;20;0
06/08/2024;Martabak Bu Mud;10;0
06/08/2024;Mentai Mbak Nasya12;12;0
06/08/2024;Nasi Nugget Pak Poso;15;0
06/08/2024;Pentol Bu Silvya;20;0
06/08/2024;Pisang Coklat Bu Mud;7;0
06/08/2024;Puding Mas Rian;60;0
06/08/2024;Risol Bu Poetoe;36;0
06/08/2024;Risol Rogout Bu Mud;4;0
06/08/2024;Roti Maryam Mbak Desi;15;0
06/08/2024;Tahu Mercon Bu Mud;34;0
07/08/2024;Kentang Goreng Ori Bu Poetoe;23;0
07/08/2024;Kerupuk Iteng Pak Eko;80;0
07/08/2024;Kerupuk Kaca Pak Eko;200;0
07/08/2024;Kerupuk Usus Bu Indah;50;0
07/08/2024;Makaroni Besar Bu Indah;50;0
07/08/2024;Makaroni Gulung Mbak Cece;8;0
07/08/2024;Manisan Mangga Pak Edi;22;0
07/08/2024;Martabak Bu Mud;7;0
07/08/2024;Mentai Mbak Nasya12;12;0
07/08/2024;Nasi Nugget Pak Poso;15;0
07/08/2024;Pentol Bu Silvya;22;0
07/08/2024;Pisang Coklat Bu Mud;8;0
07/08/2024;Puding Mas Rian;60;0
07/08/2024;Ring Bu Indah;25;0
07/08/2024;Risol Bu Poetoe;36;0
07/08/2024;Risol Rogout Bu Mud;5;0
07/08/2024;Roti Maryam Mbak Desi;15;0
07/08/2024;Spicy Roll Mbak Keyla;15;0
07/08/2024;Tahu Mercon Bu Mud;28;0
08/08/2024;Basreng Pak Eko;40;0
08/08/2024;Dryk Choco Kcng Sari Roti;1;0
08/08/2024;Dryk Keju HKD Sari Roti;1;0
08/08/2024;Kerupuk Kaca Pak Eko;160;0
08/08/2024;Kerupuk Seblak Pak Eko;30;0
08/08/2024;Krim Coklat Vanilla II Sari Roti;3;0
08/08/2024;Makaroni Gulung Mbak Cece;11;0
08/08/2024;Manisan Mangga Pak Edi;25;0
08/08/2024;Martabak Bu Mud;5;0
08/08/2024;Mentai Mbak Nasya12;9;0
08/08/2024;Nasi Nugget Pak Poso;15;0
08/08/2024;Pentol Bu Silvya;20;0
08/08/2024;Pisang Coklat Bu Mud;6;0
08/08/2024;Puding Mas Rian;60;0
08/08/2024;Risol Bu Poetoe;32;0
08/08/2024;Risol Rogout Bu Mud;4;0
08/08/2024;Roti Bakar Bu Yuni;12;0
08/08/2024;Roti Maryam Mbak Desi;14;0
08/08/2024;Sand Bluberry II Sari Roti;1;0
08/08/2024;Sand CKT II Sari Roti;10;0
08/08/2024;Sand Kacang II Sari Roti;1;0
08/08/2024;Sand Keju II Sari Roti;2;0
08/08/2024;Sand Mgr Klsk II Sari Roti;1;0
08/08/2024;Sand Srky Mdn II Sari Roti;1;0
08/08/2024;Sandzup Ckl Sari Roti;2;0
08/08/2024;Sandzup Moc Sari Roti;1;0
08/08/2024;Spicy Roll Mbak Keyla;11;0
08/08/2024;Tahu Mercon Bu Mud;37;0
08/08/2024;Tempura Bu Poetoe;22;0
08/08/2024;Zuper Krim Ckt Sari Roti;2;0
08/08/2024;Zuper Krim Keju Sari Roti;2;0
08/08/2024;Zuper Krim Moka Sari Roti;2;0
09/08/2024;Basreng Pak Eko;30;1
09/08/2024;Kentang Goreng Ori Bu Poetoe;22;1
09/08/2024;Kerupuk Iteng Pak Eko;140;1
09/08/2024;Kerupuk Palembang Pak Eko;70;1
09/08/2024;Kerupuk Usus Bu Indah;25;1
09/08/2024;Makaroni Besar Bu Indah;50;1
09/08/2024;Makaroni Gulung Mbak Cece;20;1
09/08/2024;Manisan Mangga Pak Edi;15;1
09/08/2024;Mentai Mbak Nasya12;11;1
09/08/2024;Nasi Nugget Pak Poso;10;1
09/08/2024;Pentol Bu Silvya;20;1
09/08/2024;Pisang Coklat Bu Mud;4;1
09/08/2024;Puding Mas Rian;50;1
09/08/2024;Risol Bu Poetoe;30;1
09/08/2024;Roti Bakar Bu Yuni;7;1
09/08/2024;Roti Maryam Mbak Desi;10;1
09/08/2024;Tahu Mercon Bu Mud;38;1
12/08/2024;Basreng Pak Eko;120;1
12/08/2024;Dryk Choco Kcng Sari Roti;2;1
12/08/2024;Kentang Goreng Ori Bu Poetoe;24;1
12/08/2024;Kerupuk Seblak Pak Eko;40;1
12/08/2024;Krim Coklat Vanilla II Sari Roti;1;1
12/08/2024;Makaroni Gulung Mbak Cece;16;1
12/08/2024;Manisan Mangga Pak Edi;14;1
12/08/2024;Martabak Bu Mud;3;1
12/08/2024;Mentai Mbak Nasya12;8;1
12/08/2024;Nasi Nugget Pak Poso;15;1
12/08/2024;Pentol Bu Silvya;16;1
12/08/2024;Puding Mas Rian;60;1
12/08/2024;Risol Bu Poetoe;34;1
12/08/2024;Risol Rogout Bu Mud;6;1
12/08/2024;Sand Bluberry II Sari Roti;1;1
12/08/2024;Sand CKT II Sari Roti;15;1
12/08/2024;Sand Kacang II Sari Roti;2;1
12/08/2024;Sand Keju II Sari Roti;1;1
12/08/2024;Sand Srky Mdn II Sari Roti;1;1
12/08/2024;Sandzup Ckl Sari Roti;3;1
12/08/2024;Sandzup Crm Sari Roti;1;1
12/08/2024;Sandzup Moc Sari Roti;3;1
12/08/2024;T Raisin4 Sari Roti;1;1
12/08/2024;Tahu Mercon Bu Mud;42;1
12/08/2024;Zuper Krim Ckt Sari Roti;1;1
12/08/2024;Zuper Krim Keju Sari Roti;3;1
12/08/2024;Zuper Krim Moka Sari Roti;1;1
13/08/2024;Kentang Goreng Ori Bu Poetoe;24;1
13/08/2024;Kerupuk Iteng Pak Eko;160;1
13/08/2024;Kerupuk Palembang Pak Eko;40;1
13/08/2024;Kerupuk Seblak Pak Eko;40;1
13/08/2024;Makaroni Gulung Mbak Cece;21;1
13/08/2024;Manisan Mangga Pak Edi;16;1
13/08/2024;Mentai Mbak Nasya12;6;1
13/08/2024;Nasi Nugget Pak Poso;16;1
13/08/2024;Pentol Bu Silvya;20;1
13/08/2024;Pisang Coklat Bu Mud;5;1
13/08/2024;Puding Mas Rian;52;1
13/08/2024;Risol Bu Poetoe;41;1
13/08/2024;Risol Rogout Bu Mud;5;1
13/08/2024;Roti Maryam Mbak Desi;12;1
13/08/2024;Spicy Roll Mbak Keyla;14;1
13/08/2024;Tahu Mercon Bu Mud;36;1
14/08/2024;Kentang Goreng Ori Bu Poetoe;31;1
14/08/2024;Kerupuk Kaca Pak Eko;140;1
14/08/2024;Kerupuk Usus Bu Indah;25;1
14/08/2024;Makaroni Besar Bu Indah;92;1
14/08/2024;Makaroni Gulung Mbak Cece;11;1
14/08/2024;Manisan Mangga Pak Edi;14;1
14/08/2024;Mentai Mbak Nasya12;7;1
14/08/2024;Nasi Nugget Pak Poso;14;1
14/08/2024;Pentol Bu Silvya;20;1
14/08/2024;Pisang Coklat Bu Mud;9;1
14/08/2024;Puding Mas Rian;66;1
14/08/2024;Ring Bu Indah;25;1
14/08/2024;Risol Bu Poetoe;30;1
14/08/2024;Risol Rogout Bu Mud;5;1
14/08/2024;Roti Maryam Mbak Desi;11;1
14/08/2024;Tahu Mercon Bu Mud;40;1
15/08/2024;Kentang Goreng Ori Bu Poetoe;20;1
15/08/2024;Krim Coklat Vanilla II Sari Roti;1;1
15/08/2024;Makaroni Gulung Mbak Cece;1;1
15/08/2024;Manisan Mangga Pak Edi;10;1
15/08/2024;Martabak Bu Mud;5;1
15/08/2024;Mentai Mbak Nasya12;5;1
15/08/2024;Nasi Nugget Pak Poso;13;1
15/08/2024;Pentol Bu Silvya;16;1
15/08/2024;Pisang Coklat Bu Mud;9;1
15/08/2024;Puding Mas Rian;69;1
15/08/2024;Risol Bu Poetoe;30;1
15/08/2024;Risol Rogout Bu Mud;2;1
15/08/2024;Roti Bakar Bu Yuni;6;1
15/08/2024;Roti Maryam Mbak Desi;10;1
15/08/2024;Sand Bluberry II Sari Roti;2;1
15/08/2024;Sand CKT II Sari Roti;12;1
15/08/2024;Sand Kacang II Sari Roti;1;1
15/08/2024;Sand Srky Mdn II Sari Roti;1;1
15/08/2024;Sandzup Ckl Sari Roti;2;1
15/08/2024;Sandzup Moc Sari Roti;2;1
15/08/2024;Spicy Roll Mbak Keyla;13;1
15/08/2024;Tahu Mercon Bu Mud;32;1
15/08/2024;Zuper Krim Ckt Sari Roti;2;1
15/08/2024;Zuper Krim Moka Sari Roti;1;1
16/08/2024;Basreng Pak Eko;60;0
16/08/2024;Kentang Goreng Ori Bu Poetoe;18;0
16/08/2024;Kerupuk Kaca Pak Eko;100;0
16/08/2024;Makaroni Gulung Mbak Cece;4;0
16/08/2024;Manisan Mangga Pak Edi;10;0
16/08/2024;Martabak Bu Mud;4;0
16/08/2024;Mentai Mbak Nasya12;4;0
16/08/2024;Nasi Nugget Pak Poso;9;0
16/08/2024;Pentol Bu Silvya;15;0
16/08/2024;Pisang Coklat Bu Mud;2;0
16/08/2024;Puding Mas Rian;72;0
16/08/2024;Risol Bu Poetoe;22;0
16/08/2024;Risol Rogout Bu Mud;2;0
16/08/2024;Roti Bakar Bu Yuni;6;0
16/08/2024;Roti Maryam Mbak Desi;6;0
16/08/2024;Spicy Roll Mbak Keyla;13;0
16/08/2024;Tahu Mercon Bu Mud;28;0
19/08/2024;Basreng Pak Eko;40;1
19/08/2024;Dryk Choco Kcng Sari Roti;1;1
19/08/2024;Kentang Goreng Ori Bu Poetoe;28;1
19/08/2024;Kerupuk Iteng Pak Eko;100;1
19/08/2024;Kerupuk Kaca Pak Eko;30;1
19/08/2024;Kerupuk Palembang Pak Eko;40;1
19/08/2024;Kerupuk Usus Bu Indah;25;1
19/08/2024;Makaroni Besar Bu Indah;25;1
19/08/2024;Manisan Mangga Pak Edi;14;1
19/08/2024;Mentai Mbak Nasya12;12;1
19/08/2024;Nasi Nugget Pak Poso;15;1
19/08/2024;Pentol Bu Silvya;20;1
19/08/2024;Pisang Coklat Bu Mud;10;1
19/08/2024;Puding Mas Rian;72;1
19/08/2024;Risol Bu Poetoe;35;1
19/08/2024;Risol Rogout Bu Mud;5;1
19/08/2024;Roti Bakar Bu Yuni;15;1
19/08/2024;Roti Maryam Mbak Desi;10;1
19/08/2024;Sand Bluberry II Sari Roti;1;1
19/08/2024;Sand CKT II Sari Roti;15;1
19/08/2024;Sand Kacang II Sari Roti;1;1
19/08/2024;Sand Keju II Sari Roti;1;1
19/08/2024;Sand Mgr Klsk II Sari Roti;1;1
19/08/2024;Sand Srky Mdn II Sari Roti;1;1
19/08/2024;Sandzup Ckl Sari Roti;2;1
19/08/2024;Sandzup Crm Sari Roti;2;1
19/08/2024;Sandzup Moc Sari Roti;2;1
19/08/2024;Spiral Bu Indah;50;1
19/08/2024;Steam Boot Mbak Cece;20;1
19/08/2024;Tahu Mercon Bu Mud;35;1
19/08/2024;Zuper Krim Ckt Sari Roti;2;1
19/08/2024;Zuper Krim Keju Sari Roti;2;1
19/08/2024;Zuper Krim Moka Sari Roti;2;1
20/08/2024;Basreng Pak Eko;30;1
20/08/2024;Kerupuk Iteng Pak Eko;60;1
20/08/2024;Kerupuk Kaca Pak Eko;70;1
20/08/2024;Kerupuk Usus Bu Indah;50;1
20/08/2024;Makaroni Besar Bu Indah;50;1
20/08/2024;Manisan Mangga Pak Edi;16;1
20/08/2024;Martabak Bu Mud;9;1
20/08/2024;Mentai Mbak Nasya12;12;1
20/08/2024;Nasi Nugget Pak Poso;15;1
20/08/2024;Pentol Bu Silvya;20;1
20/08/2024;Pisang Coklat Bu Mud;5;1
20/08/2024;Puding Mas Rian;72;1
20/08/2024;Ring Bu Indah;25;1
20/08/2024;Risol Bu Poetoe;35;1
20/08/2024;Risol Rogout Bu Mud;5;1
20/08/2024;Roti Bakar Bu Yuni;16;1
20/08/2024;Roti Maryam Mbak Desi;12;1
20/08/2024;Spiral Bu Indah;25;1
20/08/2024;Steam Boot Mbak Cece;24;1
20/08/2024;Tahu Mercon Bu Mud;35;1
20/08/2024;Tempura Bu Poetoe;24;1
21/08/2024;Basreng Pak Eko;70;1
21/08/2024;Kentang Goreng Ori Bu Poetoe;28;1
21/08/2024;Kerupuk Iteng Pak Eko;20;1
21/08/2024;Kerupuk Kaca Pak Eko;70;1
21/08/2024;Kerupuk Palembang Pak Eko;20;1
21/08/2024;Manisan Mangga Pak Edi;16;1
21/08/2024;Martabak Bu Mud;5;1
21/08/2024;Mentai Mbak Nasya12;13;1
21/08/2024;Nasi Nugget Pak Poso;15;1
21/08/2024;Pentol Bu Silvya;20;1
21/08/2024;Pisang Coklat Bu Mud;5;1
21/08/2024;Puding Mas Rian;72;1
21/08/2024;Risol Bu Poetoe;39;1
21/08/2024;Risol Rogout Bu Mud;5;1
21/08/2024;Roti Bakar Bu Yuni;16;1
21/08/2024;Roti Maryam Mbak Desi;12;1
21/08/2024;Spicy Roll Mbak Keyla;13;1
21/08/2024;Steam Boot Mbak Cece;24;1
21/08/2024;Tahu Mercon Bu Mud;39;1
